# Visuais - GERADO por docs/gerar-visuais.py
# id	aegis	slot	view	nome_ptbr	latam	no_cliente	chao	vestido	veredito
31349	C_Roll_Twin_BU_V	meio	1511		nao	nao	?	?	SEM TEXTO PTBR
31350	C_Roll_Twin_RD_V	meio	1512		nao	nao	?	?	SEM TEXTO PTBR
31351	C_Roll_Twin_YL_V	meio	1513		nao	nao	?	?	SEM TEXTO PTBR
31352	C_Roll_Twin_GN_V	meio	1514		nao	nao	?	?	SEM TEXTO PTBR
31353	C_Roll_Twin_BL_V	meio	1515		nao	nao	?	?	SEM TEXTO PTBR
31354	C_Roll_Twin_WH_V	meio	1516		nao	nao	?	?	SEM TEXTO PTBR
31355	C_Roll_Twin_OM_V	meio	1517		nao	nao	?	?	SEM TEXTO PTBR
31356	C_Roll_Twin_PP_V	meio	1518		nao	nao	?	?	SEM TEXTO PTBR
31357	Oliver_Wolf_Hood_CN	topo	849		nao	nao	?	?	SEM TEXTO PTBR
31358	C_Hahoe_Mask_CN	meio+baixo	230		nao	nao	?	?	SEM TEXTO PTBR
31359	C_Assassin_Mask_CN	meio	180		nao	nao	?	?	SEM TEXTO PTBR
31360	C_Centimental_Flower_CN	baixo	56		nao	nao	?	?	SEM TEXTO PTBR
31361	C_Blush_CN	meio	125		nao	nao	?	?	SEM TEXTO PTBR
31362	C_Magestic_Goat_CN	topo	41		nao	nao	?	?	SEM TEXTO PTBR
31363	C_Frog_Cap_CN	topo	448		nao	nao	?	?	SEM TEXTO PTBR
31364	C_Deviruchi_Cap_CN	topo	123		nao	nao	?	?	SEM TEXTO PTBR
31365	C_Boys_Cap_CN	topo	102		nao	nao	?	?	SEM TEXTO PTBR
31366	C_Valkyrie_Helm_CN	topo	225		nao	nao	?	?	SEM TEXTO PTBR
31367	C_Wish_Tree_Hat	topo	1270		nao	nao	?	?	SEM TEXTO PTBR
31368	C_Harvest_Festa_Hat	topo	1677	[Visual] Chapéu do Festival da Colheita	sim	sim	ok	ok	PRONTO
31369	C_Straight_Long_WHK	topo	1604		nao	nao	?	?	SEM TEXTO PTBR
31370	C_Straight_Long_YLK	topo	1603		nao	nao	?	?	SEM TEXTO PTBR
31371	C_Sorin_Doll_Hat	topo	356		nao	nao	ok	ok	SEM TEXTO PTBR
31372	C_Binit_Doll_Hat	topo	358	[Visual] Kafra Bianca	sim	sim	ok	ok	PRONTO
31373	C_Kings_Crown_	topo	1412		nao	nao	?	?	SEM TEXTO PTBR
31374	C_Explosion_Gum	baixo	1414		nao	nao	?	?	SEM TEXTO PTBR
31375	C_Demons_Eye	meio	1490		nao	nao	?	?	SEM TEXTO PTBR
31376	C_Jirant_Circlet	topo	1680		nao	nao	?	?	SEM TEXTO PTBR
31377	C_Glastheim_Onlooker	baixo	1041		nao	nao	ok	ok	SEM TEXTO PTBR
31378	C_CatharinaPawnBrad60	topo	1527		nao	nao	falta	ok	SEM TEXTO PTBR
31379	C_Drama_Clockwork	topo	1335	[Visual] Gira-Cocuruto	sim	sim	ok	ok	PRONTO
31380	C_Gossip_Raven	meio	1035	[Visual] Corvo Fofoqueiro	sim	sim	ok	ok	PRONTO
31381	C_Diabolic_Lapel	baixo	1681	[Visual] Gola Diabólica	sim	sim	ok	ok	PRONTO
31382	C_Cat_Ears_Punkish	topo	1682	[Visual] Touca de Patinhas	sim	sim	ok	ok	PRONTO
31383	C_Volume_Low_Twin	baixo	1683	[Visual] Peruca Azul de Waifu	sim	sim	ok	ok	PRONTO
31384	C_False_Ears	meio	1684	[Visual] Orelhas de Mentirinha	sim	sim	ok	ok	PRONTO
31385	C_Gothic_Pumpkin_Head	topo	1685	[Visual] Abóbora Gótica	sim	sim	ok	ok	PRONTO
31386	C_SurviveOrb	baixo	1488	[Visual] Orbes Místicos	sim	sim	ok	ok	PRONTO
31387	C_Jjakk	topo	1687	[Visual] Jakk Aventureiro	sim	sim	ok	ok	PRONTO
31388	C_Garden_Of_Eden	topo	1653		nao	nao	?	?	SEM TEXTO PTBR
31389	C_White_Bird_Rose	topo	1688	[Visual] Rosas Aladas de Hermes	sim	sim	ok	ok	PRONTO
31390	C_Let_It_Snow	topo	1690	[Visual] Chapéu da Nevasca	sim	sim	ok	ok	PRONTO
31391	C_Floating_Stone_Of_Int	meio	1230	[Visual] Cristal Exuberante	sim	sim	ok	ok	PRONTO
31392	C_Radio_Antenna	topo	347		nao	nao	ok	ok	SEM TEXTO PTBR
31393	C_Vajra	baixo	983	[Visual] Vajra Dourada	sim	sim	ok	ok	PRONTO
31394	C_White_Wizardry_Hat	topo	283	[Visual] Mestre Arcanista Branco	sim	sim	ok	ok	PRONTO
31395	C_Book_Of_Magic	baixo	1691	[Visual] Conhecimento Flutuante	sim	sim	ok	ok	PRONTO
31396	C_Sorcerer_Hood	topo	1692	[Visual] Capuz de Feitiçaria	sim	sim	ok	ok	PRONTO
31397	C_Pope_Sitting_Head	topo	1553	[Visual] Boneca da Papisa	sim	sim	ok	ok	PRONTO
31398	C_Blinking_Thin_Eyes	meio	1693	[Visual] Piscadela Entediada	sim	sim	ok	ok	PRONTO
31399	C_Darkness_Veil	meio	1694	[Visual] Véu da Madrugada	sim	sim	ok	ok	PRONTO
31400	C_Ribbon	topo	17		nao	nao	?	?	SEM TEXTO PTBR
31401	C_Blue_Coif	topo+meio	176		nao	nao	?	?	SEM TEXTO PTBR
31402	C_Idun_Green_Apple	topo	1698	[Visual] Coroa de Maçã Verde	sim	sim	ok	ok	PRONTO
31403	C_Wall	meio	1699	[Visual] Muralha	sim	sim	ok	ok	PRONTO
31404	C_Poring_Traffic_Light	baixo	1700		nao	nao	?	?	SEM TEXTO PTBR
31405	C_Eleanor_Wig_YL	topo	1701	[Visual] Peruca Dourada de Eleanor	sim	sim	ok	ok	PRONTO
31406	C_Nydhog_Wig_WH	topo	1702	[Visual] Peruca da Nidhogg Platinada	sim	sim	ok	ok	PRONTO
31407	C_Alice_Wig_PK	topo	1703	[Visual] Peruca Rosa de Alice	sim	sim	ok	ok	PRONTO
31408	C_RORush_Goat	topo	41		nao	nao	?	?	SEM TEXTO PTBR
31409	C_Barrel_Helm	topo+meio+baixo	1498	[Visual] Elmo Reforçado	sim	sim	ok	ok	PRONTO
31410	C_Gods_Helm	topo	1678	[Visual] Elmo de Detardeurus	sim	sim	ok	ok	PRONTO
31411	C_Leo_Diadem	topo	566		nao	nao	?	?	SEM TEXTO PTBR
31412	C_Virgo_Crown	topo	573		nao	nao	?	?	SEM TEXTO PTBR
31413	C_Taurus_Crown	topo	536	[Visual] Adorno de Touro	sim	sim	ok	ok	PRONTO
31414	C_Cancer_Diadem	topo	560		nao	nao	?	?	SEM TEXTO PTBR
31415	C_Wanderer_Sakkat	topo+meio	558	[Visual] Chapéu do Andarilho	sim	sim	ok	ok	PRONTO
31416	C_SeraphimCoronet	meio	1487	[Visual] Presilha de Serafim	sim	sim	ok	ok	PRONTO
31417	C_Onigiri_Hat	topo	556		nao	nao	?	?	SEM TEXTO PTBR
31418	C_Leek_In_Mouth	baixo	824		nao	nao	?	?	SEM TEXTO PTBR
31419	C_Angel_Of_Happiness	topo	1251	[Visual] Tiara Flap Flap	sim	sim	ok	ok	PRONTO
31420	C_SantaPoring_Promo	topo	961		nao	nao	ok	ok	SEM TEXTO PTBR
31421	C_Pink_Angeling_Bubble	baixo	975		nao	nao	?	?	SEM TEXTO PTBR
31422	C_Angeling_Bubble	baixo	976		nao	nao	ok	ok	SEM TEXTO PTBR
31423	C_Bear_Balloon	baixo	1038		nao	nao	?	?	SEM TEXTO PTBR
31424	C_LoveLove_Balloon	baixo	1039	[Visual] Balões do Amor	sim	sim	ok	ok	PRONTO
31425	C_Long_Octopus_Balloon	baixo	1040		nao	nao	?	?	SEM TEXTO PTBR
31426	C_Male_Poring_Balloon	baixo	1159		nao	nao	?	?	SEM TEXTO PTBR
31427	C_Fmale_Poring_Balloon	baixo	1161		nao	nao	?	?	SEM TEXTO PTBR
31428	C_Panda_Balloon	baixo	1115		nao	nao	?	?	SEM TEXTO PTBR
31429	C_Blue_Poring_Bubble	baixo	958		nao	nao	?	?	SEM TEXTO PTBR
31430	C_Seppl_Hat_TW	topo	1023		nao	nao	?	?	SEM TEXTO PTBR
31431	C_Curupira_Hat_TW	topo	974		nao	nao	?	?	SEM TEXTO PTBR
31432	C_Luwmin_Ice	baixo	1562	[Visual] Gelo de Loomin	sim	sim	ok	ok	PRONTO
31433	C_Astro_Circle	topo	1073	[Visual] Auréola Benevolente	sim	sim	ok	ok	PRONTO
31434	C_Cloud_Buster	topo	705		nao	nao	?	?	SEM TEXTO PTBR
31435	C_Magician_Knithat	topo	854	[Visual] Gorro de Tricô Hipster	sim	sim	ok	ok	PRONTO
31436	C_White_Drooping_Kitty	topo	274		nao	nao	?	?	SEM TEXTO PTBR
31437	C_Baby_Penguin	meio	1705	[Visual] Pequeno Pinguim	sim	sim	ok	ok	PRONTO
31438	C_Fluffy_Angel_Cape	baixo	1706	[Visual] Capa Angelical	sim	sim	ok	ok	PRONTO
31439	C_Fluffy_Heart_Earmuffs	topo	1707	[Visual] Protetor de Orelhas de Coração	sim	sim	ok	ok	PRONTO
31440	C_Snow_Bear_Food	topo	1708	[Visual] Touca de Urso Polar	sim	sim	ok	ok	PRONTO
31441	C_Penguin_Cap_BU	topo	1709	[Visual] Chapinguim	sim	sim	ok	ok	PRONTO
31442	C_Mr_Smile_V	meio	65		nao	nao	?	?	SEM TEXTO PTBR
31443	C_Munak_Turban_V	topo	51		nao	nao	?	?	SEM TEXTO PTBR
31444	C_Bongun_Hat_V	topo	139		nao	nao	?	?	SEM TEXTO PTBR
31445	Feather_Fedora_TW	topo	1710	[Visual] Fedora de Comodo	sim	sim	ok	ok	PRONTO
31446	C_Toy_Syringe	baixo	842	[Visual] Seringa de Mentirinha	sim	sim	ok	ok	PRONTO
31447	C_Pale_Moon_Hat	topo	913		nao	nao	ok	ok	SEM TEXTO PTBR
31448	C_Sting_Silk_Ribbon	topo	1457	[Visual] Lacinho Sting	sim	sim	ok	ok	PRONTO
31449	C_Blue_Rose_Eyepatch	meio	1712	[Visual] Tapa-Olho Floreado	sim	sim	ok	ok	PRONTO
31450	C_Lolita_Two_Side_Up	baixo	1713	[Visual] Peruca Rosa de Waifu	sim	sim	ok	ok	PRONTO
31451	C_Blue_Frill_Ribbon	topo	1714	[Visual] Laço Azul Listrado	sim	sim	ok	ok	PRONTO
31452	C_White_Cat	meio	1715	[Visual] Gata Branca	sim	sim	ok	ok	PRONTO
31453	C_L_RibbonMuff_Black	baixo	1716	[Visual] Cachecol Marrom com Laço	sim	sim	ok	ok	PRONTO
31454	C_Love_Feeling	baixo	1717		nao	nao	?	?	SEM TEXTO PTBR
31455	Enchanted_Dog	meio+baixo	1718	[Visual] Cabeça de Doge	sim	sim	ok	ok	PRONTO
31456	C_Baby_Leopard_Cat	topo	1719		nao	nao	?	?	SEM TEXTO PTBR
31457	C_Husky_Hat	topo	1016	[Visual] Touca de Husky	sim	sim	ok	ok	PRONTO
31458	C_1Grade_Balloon_TW	baixo	1426		nao	nao	?	?	SEM TEXTO PTBR
31459	C_Sweets_Bonbon	topo	853	[Visual] Chapéu de Bombom	sim	sim	ok	ok	PRONTO
31460	C_Blessing_Sky_Lantern	baixo	1720		nao	nao	?	?	SEM TEXTO PTBR
31461	C_Male_Poring_Earmuff	meio	1160	[Visual] Brincos de Poring Azul	sim	sim	ok	ok	PRONTO
31462	C_Female_Poring_Earmuff	meio	1162	[Visual] Brincos de Poring Rosa	sim	sim	ok	ok	PRONTO
31463	C_Flying_Drone	meio	1561	[Visual] Super Drone A1000	sim	sim	ok	ok	PRONTO
31464	C_Mike_Hat	topo	837		nao	nao	?	?	SEM TEXTO PTBR
31465	C_Egg_Minihat	topo	1722	[Visual] Cartola de Ovos	sim	sim	ok	ok	PRONTO
31466	C_Holy_Egg_Hat	topo	537	[Visual] Ovo das Asas de Anjo	sim	sim	ok	ok	PRONTO
31467	C_Mimic_Egg_Shell	topo	999	[Visual] Ovo das Asas de Demônio	sim	sim	ok	ok	PRONTO
31468	C_Stripe_Hat	topo	1728		nao	nao	?	?	SEM TEXTO PTBR
31469	C_Costume08_L	baixo	1953		nao	nao	?	?	SEM TEXTO PTBR
31470	C_Tengu_Scroll	baixo	1445		nao	nao	falta	ok	SEM TEXTO PTBR
31471	C_CelestialWoman_Flower	topo	438		nao	nao	ok	ok	SEM TEXTO PTBR
31472	C_Fairy_Feathers	meio	1723	[Visual] Asinhas Floridas	sim	sim	ok	ok	PRONTO
31473	C_Tipsy	baixo	1724	[Visual] Marcas do Envergonhado	sim	sim	ok	ok	PRONTO
31474	C_Straight_Long_BL	baixo	1725	[Visual] Cabelo Longo Preto	sim	sim	ok	ok	PRONTO
31475	C_Black_Fox_Ear_Ribbon	topo	1726	[Visual] Orelhas da Raposa Astuta	sim	sim	ok	ok	PRONTO
31476	C_Cherry_Blossom_Hat_YL	topo	1727	[Visual] Chapéu do Desabrochar	sim	sim	ok	ok	PRONTO
31477	C_Costume06_L	baixo	1950		nao	nao	?	?	SEM TEXTO PTBR
31478	C_Eleanor_Wig_V	baixo	1502		nao	nao	?	?	SEM TEXTO PTBR
31479	C_ManyStars_TW	baixo	1729	[Visual] Projeção do Infinito	sim	sim	ok	ok	PRONTO
31480	C_Jioia_TW	meio	1730	[Visual] Gioia Dorminhoco	sim	sim	ok	ok	PRONTO
31481	C_CatCoffeeCup_TW	topo	1731	[Visual] Gatoneco	sim	sim	ok	ok	PRONTO
31482	C_LunaticMuffler_TW	baixo	1732	[Visual] Cachecol de Lunático	sim	sim	ok	ok	PRONTO
31483	C_CatEarRibbon_TW	meio	1733	[Visual] Orelhas de Gato Apaixonado	sim	sim	ok	ok	PRONTO
31484	C_JP_EV13	topo	1736		nao	nao	?	?	SEM TEXTO PTBR
31485	C_JP_EV14	topo	1737		nao	nao	?	?	SEM TEXTO PTBR
31486	C_Diver's_Goggles	meio	10		nao	nao	ok	ok	SEM TEXTO PTBR
31487	C_Eye_Bandage	meio	13	[Visual] Tapa-Olho Pirata	sim	sim	ok	ok	PRONTO
31488	C_Mvp	meio	1738	[Visual] Balão de MVP	sim	sim	ok	ok	PRONTO
31489	C_Bouquet_Hat	topo	1739	[Visual] Chapéu de Ramalhete	sim	sim	ok	ok	PRONTO
31490	C_Poring_Muffler	baixo	1740	[Visual] Cachecol de Poring	sim	sim	ok	ok	PRONTO
31491	C_Orange_Tabby_Cat	meio	1741	[Visual] Gata Lasanhinha	sim	sim	ok	ok	PRONTO
31492	C_Cat_Ears_Cape_Brown	baixo	1742	[Visual] Ombreiras Felinas	sim	sim	ok	ok	PRONTO
31493	C_Volume_Low_Twin_WH	baixo	1743	[Visual] Peruca Branca de Waifu	sim	sim	ok	ok	PRONTO
31494	C_Volume_Low_TwinK	topo	1683		nao	nao	?	?	SEM TEXTO PTBR
31495	C_Lolita_Two_Side_UpK	topo	1713		nao	nao	?	?	SEM TEXTO PTBR
31496	C_Yggdrasil_Crown	topo	746		nao	nao	?	?	SEM TEXTO PTBR
31497	C_Flowery_Vision_TH	meio	1744		nao	nao	?	?	SEM TEXTO PTBR
31498	C_Elephangel_TH	baixo	1745		nao	nao	?	?	SEM TEXTO PTBR
31499	C_Easter_Egg_Shell	topo	537		nao	nao	?	?	SEM TEXTO PTBR
31500	C_Sparkler_Stick_TH	baixo	1747		nao	nao	?	?	SEM TEXTO PTBR
31501	C_Sparkler_Fountain_TH	topo	1748		nao	nao	falta	falta	SEM TEXTO PTBR
31502	C_Aches_Love_Cobra_TH	topo	1749		nao	nao	?	?	SEM TEXTO PTBR
31503	C_TW_2th_Balloon	baixo	1750		nao	nao	?	?	SEM TEXTO PTBR
31504	C_Starving_Fish_Hat	topo	844	[Visual] Chapeixe	sim	sim	ok	ok	PRONTO
31505	C_Falcon_Mask	meio+baixo	782	[Visual] Falcoelmo	sim	sim	ok	ok	PRONTO
31506	C_Malangdo_Pirate	topo	1587	[Visual] Touca de Malangdo	sim	sim	ok	ok	PRONTO
31507	C_Yellow_Drooping_Kitty	topo	278		nao	nao	?	?	SEM TEXTO PTBR
31508	C_Isabella_Blue_Ear	topo	1032	[Visual] Adereço Azul Pontiagudo	sim	sim	ok	ok	PRONTO
31509	C_Fawn_Ear	topo	1751	[Visual] Orelhinhas Ferozes	sim	sim	ok	ok	PRONTO
31510	C_Cat_Ear_Short	baixo	1752	[Visual] Peruca Curta de Gatinho	sim	sim	ok	ok	PRONTO
31511	C_Cat_Ear_Long	baixo	1753	[Visual] Peruca Longa de Gatinho	sim	sim	ok	ok	PRONTO
31512	C_Panda_Rabbit	meio	1754	[Visual] Coelhinho Malhado	sim	sim	ok	ok	PRONTO
31513	C_Rabbit_Hopping_BL	topo	1755	[Visual] Orelhas do Coelho Minguante	sim	sim	ok	ok	PRONTO
31514	C_American_S_hair	meio	1756		nao	nao	?	?	SEM TEXTO PTBR
31515	C_Leopard_Cat	meio	1757		nao	nao	?	?	SEM TEXTO PTBR
31516	C_Mini_Melon	topo	1758	[Visual] Mini Melão	sim	sim	ok	ok	PRONTO
31517	C_JP_EV15	meio	1762		nao	nao	?	?	SEM TEXTO PTBR
31518	C_Pop_Popcorn_Hat	topo	1763	[Visual] Pipocas Saltitantes	sim	sim	ok	ok	PRONTO
31519	C_Slurp_Slurp_Hat	topo	1764	[Visual] Lámen Fotogênico	sim	sim	ok	ok	PRONTO
31520	C_Popcorn_Hat	topo	415		nao	nao	?	?	SEM TEXTO PTBR
31521	C_Citron_Hat	topo	791		nao	nao	?	?	SEM TEXTO PTBR
31522	C_Orange_Hat	topo	841		nao	nao	?	?	SEM TEXTO PTBR
31523	C_Yellow_Yuzu_Hat	topo	924		nao	nao	?	?	SEM TEXTO PTBR
31524	C_Lunch_box	topo	1766		nao	nao	?	?	SEM TEXTO PTBR
31525	C_Kid_Deviling	topo	1036		nao	nao	?	?	SEM TEXTO PTBR
31526	C_Shaman_Hat	topo	596		nao	nao	ok	ok	SEM TEXTO PTBR
31527	C_14_RainbowWing	meio	1186	[Visual] Asas Presilhas	sim	sim	ok	ok	PRONTO
31528	C_Stardust_Hairband	topo	831	[Visual] Tiara Cósmica	sim	sim	ok	ok	PRONTO
31529	C_Happy_Rabbit_Ribbon	topo	1769	[Visual] Laçarote das Orelhas Pontudas	sim	sim	ok	ok	PRONTO
31530	C_Greater_Dracul_Horn	topo	1695	[Visual] Chifres Sofisticados	sim	sim	ok	ok	PRONTO
31531	C_Lovely_Heart_Cap	topo	1770	[Visual] Chapéu Mágico Duas-Pontas	sim	sim	ok	ok	PRONTO
31532	C_Neev_Barrette	meio	1696		nao	nao	?	?	SEM TEXTO PTBR
31533	C_Warm_Cat_Muffler_BL	baixo	1771	[Visual] Gatchecol Preto	sim	sim	ok	ok	PRONTO
31534	C_Rainbow_Star	meio	1019	[Visual] Tiara Colorida	sim	sim	ok	ok	PRONTO
31535	C_Old_Pink_Poo_Hat	topo	1102	[Visual] Chapéu Cheiroso	sim	sim	ok	ok	PRONTO
31536	C_Chibi_Beelzebub_Hat	topo	1350	[Visual] Belzebu de Estimação	sim	sim	ok	ok	PRONTO
31537	C_Return_TW_2th_Hat	topo	1772		nao	nao	?	?	SEM TEXTO PTBR
31538	C_Love_Feeling_J	meio	1717	[Visual] Aura do Amor	sim	sim	ok	ok	PRONTO
31539	C_Bulgogi_TW	topo	1773		nao	nao	?	?	SEM TEXTO PTBR
31540	C_Gemini_RedEyes	meio	1654	[Visual] Lentes Gemini	sim	sim	ok	ok	PRONTO
31541	C_Drosera_Hairpin	topo	850		nao	nao	falta	falta	SEM TEXTO PTBR
31542	C_Clay_Poring_Jar_Jp	meio	1634	[Visual] Vaso do Poring Saltitante	sim	sim	ok	ok	PRONTO
31543	C_Eru_Rava_Hat	topo	1774	[Visual] Chapéu de Urso	sim	sim	ok	ok	PRONTO
31544	C_Piamette_Roll_Hair	baixo	1775	[Visual] Peruca da Piamette	sim	sim	ok	ok	PRONTO
31545	C_Eremes_Scarf_BU	baixo	1776	[Visual] Cachecol Azul do Eremes	sim	sim	ok	ok	PRONTO
31546	C_Clock_Casket_RD	topo	1777	[Visual] Boina do Guia do Relógio	sim	sim	ok	ok	PRONTO
31547	C_Poporing_Mascot_Cos	topo	1778	[Visual] Capuz de Poporing	sim	sim	ok	ok	PRONTO
31548	C_Love_Cheek_V	baixo	1318		nao	nao	?	?	SEM TEXTO PTBR
31549	C_Little_Aquarium_V	baixo	1363		nao	nao	?	?	SEM TEXTO PTBR
31550	C_Tone_Of_Gold_V	meio	1447		nao	nao	?	?	SEM TEXTO PTBR
31551	C_Black_Glasses_V	baixo	404		nao	nao	?	?	SEM TEXTO PTBR
31552	C_Blue_Ribbon_V	meio	407		nao	nao	?	?	SEM TEXTO PTBR
31553	C_Wings_Of_Victory_V	meio	365		nao	nao	?	?	SEM TEXTO PTBR
31554	C_Bread_Bag2_V	meio	412		nao	nao	?	?	SEM TEXTO PTBR
31555	C_Hoplite_Helmet_V	topo	660		nao	nao	?	?	SEM TEXTO PTBR
31556	C_Moonlight_F_Hat_V	topo	268		nao	nao	?	?	SEM TEXTO PTBR
31557	C_Hoplite_Helmet_Silver	topo+meio+baixo	1781	[Visual] Gálea de Prata	sim	sim	ok	ok	PRONTO
31558	C_Hoplite_Helmet_Black	topo+meio+baixo	1782	[Visual] Gálea Bronze	sim	sim	ok	ok	PRONTO
31559	C_Royalguard_Necklace	baixo	1629	[Visual] Símbolo da Proteção	sim	sim	ok	ok	PRONTO
31560	C_DVAngelNurseCap	topo	1359	[Visual] Mitra Azul Adornada	sim	sim	ok	ok	PRONTO
31561	C_8Type_PurgatorialWing	meio	1008	[Visual] Asas de Dragão Sombrio	sim	sim	ok	ok	PRONTO
31562	C_Zherlthsh_Doll	topo	1376	[Visual] Jirtas Dorminhoca	sim	sim	ok	ok	PRONTO
31563	C_Blue_EyeShadow_JP	meio	1020		nao	nao	?	?	SEM TEXTO PTBR
31564	C_Variant_Veil	topo	1785	[Visual] Véu do Submundo	sim	sim	ok	ok	PRONTO
31565	C_Princess_Ribbon_Crown	topo	1786	[Visual] Laço com Coroa	sim	sim	ok	ok	PRONTO
31566	C_Stall_Of_Dominions	baixo	1784	[Visual] Estola das Divindades	sim	sim	ok	ok	PRONTO
31567	C_Sheep_Horn	baixo	1783	[Visual] Chifres de Ovelhinha	sim	sim	ok	ok	PRONTO
31568	C_Floating_Ball_TW	meio	1760	[Visual] Espíritos Taiji	sim	sim	ok	ok	PRONTO
31569	C_OpenAir_Headset	baixo	1655	[Visual] Fones de Última Geração	sim	sim	ok	ok	PRONTO
31570	C_Cyclops_Visor	meio	207	[Visual] Visor Futurista	sim	sim	ok	ok	PRONTO
31571	C_Guardian_Processor	topo	1552	[Visual] Chipéu	sim	sim	ok	ok	PRONTO
31572	C_Mobile_Pursuit_System	baixo	1788	[Visual] Auréolas Digitais	sim	sim	ok	ok	PRONTO
31573	C_Mecha_Cat_Ears	topo	1789	[Visual] Orelhas Metálicas de Gatinho	sim	sim	ok	ok	PRONTO
31574	C_Cyber_Income	meio	1790	[Visual] Comunicador Cibernético	sim	sim	ok	ok	PRONTO
31575	C_Electro_Two_Side_Up	baixo	1791	[Visual] Peruca Turquesa de Waifu	sim	sim	ok	ok	PRONTO
31576	C_Spring_Rabbit_Hat	topo	455	[Visual] Boneco de Coelho	sim	sim	ok	ok	PRONTO
31577	C_Roast_Memory_J	topo	1576		nao	nao	?	?	SEM TEXTO PTBR
31578	C_Alchemist_Mask_V	meio+baixo	1497	[Visual] Máscara do Alquimista	sim	sim	ok	ok	PRONTO
31579	C_Lovegame_Hat	topo	1306		nao	nao	?	?	SEM TEXTO PTBR
31580	C_Autumnal_Flavor	meio	1792	[Visual] Espetinhos	sim	sim	ok	ok	PRONTO
31581	C_Jack_Head	topo	1415		nao	nao	?	?	SEM TEXTO PTBR
31582	C_Jirant_Circlet_	topo	1644		nao	nao	?	?	SEM TEXTO PTBR
31583	C_Willothewisp	baixo	880		nao	nao	?	?	SEM TEXTO PTBR
31584	C_Marin_Muffler	baixo	1795		nao	nao	?	?	SEM TEXTO PTBR
31585	C_Drops_Muffler	baixo	1796	[Visual] Cachecol de Drops	sim	sim	ok	ok	PRONTO
31586	C_Poporing_Muffler	baixo	1797	[Visual] Cachecol de Poporing	sim	sim	ok	ok	PRONTO
31587	C_NationalDay_helmet_TW	topo	1798		nao	nao	?	?	SEM TEXTO PTBR
31588	C_SnowFlake_Tiara	topo	1799	[Visual] Tiara da Nevasca	sim	sim	ok	ok	PRONTO
31589	C_Gold_Magestic_Goat	topo	1800		nao	nao	?	?	SEM TEXTO PTBR
31590	C_Der_Meisterpinsel	baixo	1291	[Visual] Pincel do Artista	sim	sim	ok	ok	PRONTO
31591	C_Crown_Of_Saint	topo	1117		nao	nao	?	?	SEM TEXTO PTBR
31592	C_ROEXE2_TH	topo	1801		nao	nao	?	?	SEM TEXTO PTBR
31593	C_Yellow_Scarf	baixo	1170	[Visual] Lenço do Deserto	sim	sim	ok	ok	PRONTO
31594	C_Red_Pencil_Mouth	baixo	931	[Visual] Lápis de Cor Vermelho	sim	sim	ok	ok	PRONTO
31595	C_Book_of_Soyga	topo	423	[Visual] Chapéu de Estudante	sim	sim	ok	ok	PRONTO
31596	C_Spider_Temp_TW	topo	1711	[Visual] Chapéu Biológico	sim	sim	ok	ok	PRONTO
31597	C_GoldFish_Hat	topo	1645	[Visual] Chapéu de Peixinho	sim	sim	ok	ok	PRONTO
31598	C_Forest_Guide	topo	1802	[Visual] Chapéu Natureba	sim	sim	ok	ok	PRONTO
31599	C_Medium_Wave	baixo	1803	[Visual] Peruca Bronze de Waifu	sim	sim	ok	ok	PRONTO
31600	C_Kishu_Inu	meio	1804	[Visual] Doge Branquinho	sim	sim	ok	ok	PRONTO
31601	C_Under_Rim_Glasses_Bu	meio	1805	[Visual] Óculos Modernos	sim	sim	ok	ok	PRONTO
31602	C_Midgarts_Glory	topo	1807	[Visual] Brasão de Midgard	sim	sim	ok	ok	PRONTO
31603	C_Cat_Ear_ShortK	topo	1752		nao	nao	?	?	SEM TEXTO PTBR
31604	C_Cat_Ear_LongK	topo	1928		nao	nao	?	?	SEM TEXTO PTBR
31605	C_Volume_Low_Twin_WHK	topo	1913		nao	nao	?	?	SEM TEXTO PTBR
31606	C_Autumn_Headband	topo	1119		nao	nao	?	?	SEM TEXTO PTBR
31607	C_B_EarWitchHat	topo	1808		nao	nao	?	?	SEM TEXTO PTBR
31608	C_Magicstone_Of_Grace	topo+meio+baixo	1420	[Visual] Venda da Justiça	sim	sim	ok	ok	PRONTO
31609	C_Noble_Mask	meio	1409	[Visual] Máscara do Aristocrata	sim	sim	ok	ok	PRONTO
31610	C_Yellow_Wizardry_Hat	topo	286	[Visual] Mestre Arcanista Amarelo	sim	sim	ok	ok	PRONTO
31611	C_Dark_Snake_Lord_Stall	baixo	1810	[Visual] Manto da Serpente Suprema	sim	sim	ok	ok	PRONTO
31612	C_Large_Sorcerer_Crown	topo	1811	[Visual] Coroa Chamativa	sim	sim	ok	ok	PRONTO
31613	C_Blue_Strong_Hair	topo	1858	[Visual] Cabelo de Super Saiadim Azul	sim	sim	ok	ok	PRONTO
31614	C_Fox	meio	1812		nao	nao	?	?	SEM TEXTO PTBR
31615	C_Geisha_Make	meio	1813	[Visual] Olhos de Gueixa	sim	sim	ok	ok	PRONTO
31616	C_Sleep_Sheep_TW	baixo	1814	[Visual] Carneiro Dorminhoco	sim	sim	ok	ok	PRONTO
31617	C_Lady_Tanee_TW	meio	1815	[Visual] Pelúcia de Lady Tanee	sim	sim	ok	ok	PRONTO
31618	C_DancingButterfly_TW	meio	1816	[Visual] Borboletas Dançantes	sim	sim	ok	ok	PRONTO
